Indonesian	Minangkabau
.Banyak warga Indonesia yang merasakan dampak dari pandemi COVID-19 ini, mulai dari hilangnya pekerjaan, kesulitan mencukupi kebutuhan sehari-hari, hingga kesulitan mendapatkan akses ke layanan kesehatan yang memadai.	.Banyak urang Indonesia nan maraso janjian dari pandemi COVID-19 iko, dari anak surang hilang ka kerjo, kesusahan karako mandapek ka ujak hari, sampai susuahnyo mantapok akses ka layanan kasihatan nan layak.
.Saat aku terbangun di pagi hari, aku memulai hari dengan mandi, berpakaian dan sarapan, kemudian pergi ke kantor dengan naik kendaraan umum.	.Sabana aku mangacuak di pagi hari, aku mambuka kario dengan mandi, mancucuak baju dan mangubek sarapan, diaik baso kadua pulo nan empua pangalembon.
Saya ingin pergi ke Banda Aceh untuk melihat keindahan Masjid Raya Baiturrahman dan Kota Tua dengan jalanan bersih dan rapi, sedangkan teman saya ingin pergi ke Bali untuk menikmati pantai cantik dan pemandangan alam yang indah.	Aku adolah mancari babasoan ayam den ikan jakiak urang nan lamo di pasar Batusangkar, adolah adikku mangatua manitiang mie goreng den sate padang nan sapia, tapi bapak kami mangonsumsi makanan lemak berupa baka-baka nan kito garapakan sendiri.
Ayah membeli baju baru, ibu membuat kue untuk acara ulang tahun adik, sedangkan aku membersihkan rumah dan mempersiapkan undangan.	Babako tagantuang baju baru, inak merayakan hari ulang tahunnyo nyonyok make kue, sambil sajo kaminang bamuluang balai dan mambaro tanamo undang-undang.
Ibunda saya sangat baik hati, pandai memasak, serta selalu memberikan nasihat yang berharga kepada saya.	Bundo saya cekek ayo, pandai mendandangkan bilih, sapikuangan kato nan damak sumpamo kahiangan sadonyo ka sayo.
Saat matahari pagi mulai menyinari bumi, burung-burung bersahutan riang-riang di pohon-pohon rindang, angin sepoi-sepoi sejuk menyapu wajah dan semilir dedaunan berguguran menari-nari di tanah hijau.	Sabalum suriah padonyo mambuka mahto menjadi buduak, buruang-buruang madisa mendepuh-depuh main di patamo kacangjo, angin siok-sioknyo manando angin mambawa kito merasoknyo marasok napasuik, dan daunsuik-suang manatiang dengan manarik morupi di tanah hijau.
Ketika saya berjalan-jalan di taman yang luas dan hijau dengan suara burung yang merdu dan segarnya udara di pagi hari, saya merasa damai dan tenang dalam pikiran dan hatiku.	Basamo ado ndak jalan-jalan ditanah lapang nan luas janggo nan liah denggang bando mangah dan nyaprokan urang di pagi hari, urang ndak paliang anggan raso jiwa dan raso kalbu damai dangan tenteram.
Ibu guru memeriksa buku tulis, mengecek tugas, memberi petunjuk, dan mengawasi siswa selama ujian.	Aia guru nyanamo buku kito, mecak tongkah, manga sanak petunjuk, jo mantau siswa pasiaan ujian.
Sementara beberapa orang sedang menonton televisi, yang lainnya mungkin sedang membaca buku atau bersantai di halaman belakang rumah.	Sementaro sabalumua orang bacang pandapek di tivi, sabalumua lagi mungkin bacang bacak atau lepak di halaman rumah palaweh.
Kita harus menjaga lingkungan kita dengan cara membuang sampah pada tempatnya, mengurangi penggunaan plastik sekali pakai, menanam pohon di sekitar rumah, serta menghemat penggunaan air dan listrik.	Kito kato mangajaga alam samo kibuang sampah pada tempatnyo, nipisahkan sampah-lahur dari sampah-dalam, pananam pohon di sekitar rumah, kato iriang guno air dan listrik.
Saya senang bersepeda di pagi hari, berkunjung ke hutan pinus yang indah, dan menikmati pemandangan alam yang menakjubkan.	Saya suka berkeliling di pagi hari, menjelajahi rumah gadang yang indah, dan menikmati keindahan pemandangan alam nan mempesona.
Saya suka makan buah-buahan segar seperti apel, jeruk, nanas, dan mangga; juga suka minum air putih, teh hijau, kopi, dan jus buah.	Saya kaik maduak buah-buahan anyar kaya apel, jeruk, nanas, sarek mangga; bapapun, kobarang kamariak minum air putiah, teh hijau, kopi, sarek juis buah.
Hari ini, aku bangun pagi-pagi sekali, mandi, dan sarapan, lalu pergi ke kampus untuk mengikuti kuliah hingga sore hari.	Hari ini, aku bangun sabalun pagi, mandi basar-basar, makanawa, ka pado kampus untuak kumandiangin kuliah sampe sore.
Aturan-aturan sosial seharusnya diterapkan secara konsisten dan adil, dalam rangka membangun masyarakat yang berkeadilan dan harmonis, serta menjaga hak asasi manusia dan kebebasan berpendapat, sehingga semua anggota masyarakat merasa dihargai dan diakui sebagai individu yang sama.	Adat-istiadat sosial kudu dilemuakkan secara bersatu-padu nan adil, untuak mambangun masyarakat nan adil dan harmunik, sertu menjage hak adat-lakiak nan leuang pasak bana, sanang-pasanang randak wakakap do, ambo samo samantaro jadi diakui bagai manusia mambang.
Saya suka makan nasi dengan lauk-pauk seperti ayam goreng, ikan bakar, sayur asem, dan sate kambing, serta minum teh manis atau jus buah segar sebagai minuman.	Aku cendo suko mangan nasik kalau maena ka banduo lauk-pauk, jak da haram ayam goreng, ikan bakar, pokok sayur asem, dan sate kambiang, lan minam teh manis basek atau jus buah sambik jadi janji.
Dia pergi ke supermarket, membeli sayuran dan buah, kemudian kembali ke rumah untuk memasak makanan dan menyajikan bagi keluarganya.	Dia baralek ka pasar, mamakai saguwo da buah, nampang ka rumah untuak mumbuat masakannya da tingkahan ka kampong.
Setiap hari, saya bangun pagi-pagi untuk berolahraga, mandi, dan sarapan sebelum berangkat kerja.	Saban hari, sa bangun pogo-pogo untuak mambarani, mandi, jo makan sarapan sabalun berangkat kerja.
Saya suka makan nasi goreng, mie goreng, atau ayam goreng ketika lapar atau ingin menyantap makanan yang enak.	Saya suko mie rebus, lontong, atau rendang kalau limo atau nganjuang makanan padek nan lazat.
Ibuku adalah seorang wanita yang cantik dan pintar, dia juga sangat penyayang dan rajin bekerja, serta selalu memperhatikan kesehatan dan kebersihan dirinya sendiri dan keluarganya.	Ibuak ado laki-laki yang lawo indak kato, dia juga muyang penyuyuang mano dan sangato bibaso mambanyak kajabayahan, saketika babarih-barih dirinyo sendiri dan keluargonyo.
Hari ini aku bangun pagi-pagi sekali lalu mandi dan berdandan dengan hati senang, kemudian aku makan sarapan seperti biasa dan pergi ke kantor dengan membawa laptop serta membuka aplikasi untuk memulai pekerjaanku.	Hari ni awak bangun pagi-pagi sedari lagi lalu basuh badan dan pamirah pakek hatinyo senang, lalu awak makan sarapan kayak biaso dan ka kantor bawa laptop serto bukak aplikasi buat Kamaki bekerja.
Hari ini aku bangun awal, mandi, berpakaian rapi, sarapan, dan pergilah ke kantor.	Hari inyo aku bangun awal, mamandi, mamakai baju kiambang, maandean, dan pergilah ka kantor.
Saya suka makan nasi, ayam, sayur, dan ikan, karena mereka sehat dan lezat.	Saya raso miak nasi, ayam, sayur, jo ikan, ka-karena tok mambuang kuat sapiknyo jo enak didapek.
Saya suka makan nasi goreng, mie goreng, ayam goreng, dan semua jenis gorengan pada umumnya karena rasanya enak dan gurih.	Saya sukoo makan nasi goreng, mi goreng, ayam goreng, dan sabagian diri gorengan kaum sebab rasonyo sanalo nyonyo dan kero kasiampek hanyo.
Hujan turun dengan lebatnya mengguyur seluruh kota dan membuat jalan menjadi banjir, angin kencang bertiup dengan derasnya menyebarkan daun-daun yang berguguran, dan petir bersambung sinar dan bunyianya seperti terompet yang menggegerkan seluruh dunia.	Raso turun dengan pariai mengguyui kabeh kotuah dan mambua jalua jadia binaung, angine bali-baliai bertiup dengan derasnyo maregap-kapuang guguran daun, dan syek mambuek tarancang serta robahnyo macoong laik talanduang tabarok-jondiah ambe sarato dunyo.
Hari ini saya bangun pagi-pagi, mandi, sarapan, dan pergi ke kantor dengan senyum bahagia di wajah saya karena saya tahu hari ini akan menjadi hari yang produktif dan saya ingin memberikan yang terbaik untuk diri saya dan tim saya.	Basamo nan kapalo ari ko, sajo apiik, sarapan, jo kinipan ma'ero ka kantor jo senyum kahijo di wajua. Ambo lamak-lamak so balasangan bahagio, ka ambo tau hari ni ka biaso anggo jadi hari yang saketek, ambo ingino kasangkan tobok ba diri ambo jo tim ambo.
Saat matahari terbit, langit menjadi merah muda, burung-burung berkicau, daun-daun bergoyang, dan debu-debu beterbangan.	Sabalunia sinar matahari mambalunjuangkan, langit mamotoh ansang, pakpak nyo Mancangah magurunyo, daun-daun mamaincuang, dan debu-debu mandirang-mandirang.
Mereka pergi ke pasar untuk membeli sayuran, daging, ikan, buah-buahan, rempah-rempah, dan kebutuhan dapur lainnya.	Sao manambah ka pasar nak beli sayuran, daging, ikan, buah-buahan, bumbu-bumbuan, sarek sabalah dapur lainnyo.
Hari ini saya bangun pagi-pagi, membuka jendela, menghirup udara segar, menikmati keindahan matahari terbit, dan mendengarkan suara burung yang berbunyi merdu di taman.	Sabalun siang ini ku padusi pagi-pagi, bukak jendelo, matohiang udaro baruah, menikmati kecantikan sinar matahari yan datang, dan ngambango bundo buruang yang buni nan harmoni di rumah gadang.
Ia berlari menuju ke arah pantai dengan langkah cepat dan bernafas terengah-engah, sementara di waktu yang sama ia merasakan sinar matahari yang panas di kulitnya dan merasakan angin laut yang menyegarkan di rambutnya.	Diakah sampai ka talukunyo ka tepi pantai dengan langkah cipasipuah saragai anggan nyo katajadi, sanang saratang di kah bawa dapek dirasanyo sinar suria yang palahia di kulinyo, salahaso tuhindoang angin putiahnyo di rambutnyo.
Hari ini aku harus bangun pagi-pagi, mandi pagi-pagi, sarapan pagi-pagi, dan pergi ke kantor pagi-pagi.	Hari ini aku mambangun pagi-pagi, mandi pagi-pagi, sarapan pagi-pagi, lalu balanjo pagi-pagi juo ka kantau.
Saya suka makan nasi goreng, mie goreng, dan ayam goreng yang digoreng dengan bumbu rempah yang lezat, serta minum jus jeruk, es teh, dan kopi susu yang beraroma wangi.	Saya suko sujua makon nasi goreng, mio goreng, jo ayam goreng nan digoreng dengan bumbu rempoh yang merecik, jo dakon minum jus jeruk, es teh, jo kopi susu nan beraroma harumo.
Saat aku bangun pagi-pagi dan merasa lapar, aku langsung masuk ke dapur untuk memasak telur dadar dengan irisan tomat, lalu aku minum segelas susu hangat sambil memeriksa email dan membuka jendela untuk menghirup udara segar.	Kalau aku mandang pagi-pagi dan raso raso lapa, lah ku jangkek ka dapur untuak buliahang telor dadar dengan parutan tomat, tapi aku pitunang gelas susu hangat saikin nyo email jo mangarti jendela untuak pijak udara segar.
Pengalaman hidup yang berharga adalah ketika kita belajar untuk bertanggung jawab atas tindakan kita sendiri, dan ketika kita merawat orang lain dengan penuh kasih sayang, dan ketika kita mengembangkan kemampuan dan potensi diri dengan tidak mengorbankan hubungan dengan orang lain.	Pengalaman hayat nan berharga adolah tanggalah lear cara sadari onta nukik urang mambakehkan sopan tindakan diri, dato pamo rawatan ka daik sarato salakan, dan dato mambagaiakan bakarai dan potensi diri tapi sahanjo mangilanghubuangkan hubungan ka daik orang lain.
Sopir truk mengendarai kendaraannya dengan hati-hati, mengikuti rambu-rambu lalu lintas, dan memperhatikan kondisi jalan yang rusak karena hujan semalam.	Sopir truk mengendarai kendaraan batambuah hati-hati, ampek boneka- boneka hiduik, dan nipasianan alah jalan anai-anai sabalum banaak turun ujan malam tadiso.
Selama musim panas, saya suka pergi ke pantai untuk berenang, berjemur di bawah sinar matahari, dan bersantai dengan teman-teman saya di tepi laut yang berpasir putih.	Selama musim pandai, saya suko miaro ke paihong untuak mandaki, makari dibaloi dibawah sinar mandapek, dan mikaliang diri kaik husai dengan kaangkek-angkek saya di tepi laut yang mambujang pasir putih.
Hari ini saya bangun pagi-pagi sekali, mandi, menyikat gigi, dan sarapan, kemudian mengenakan baju baru dan pergi bekerja.	Hari ni kaindo basuak pagi-pagi nan wonjuang, mandi, menua kayu gigi, dan sarapan, lai baju bai di pakek lanjuak dan mambatek bajik.
Setiap kali saya ingin merenung dan bersantai, saya selalu mengambil buku, menyalakan musik, atau menonton film.	Sabalun sajo hambakari nak berjanduang dan berahen-ahen, aia bakali maambik buku, naniahak musik, dapek tompek film.
Pada saat saya sedang berjalan di taman, saya melihat sekelompok anak kecil bermain dengan bola di lapangan rumput hijau yang luas dan bersih dengan tetap menjaga jarak sosial dan menggunakan masker wajah untuk menghindari penyebaran virus corona.	Pada waktu hamba barulah pandepatan maka hamba nyaksikan anak indak sudah banyak main-basak di lapangan rumput hijau yang terlaang luas dan indak kotor sambil menjauhi diri dengan rawan sosial dan nganggo masker supaya kalakian virus corona mangkonyowe.
Demi kepentingan nasional, pemerintah harus melakukan tindakan-tindakan strategis yang terencana dengan matang, memperkuat komunikasi dan kerja sama antarlembaga, menyediakan fasilitas publik yang memadai, dan melindungi hak-hak rakyat.	Batapo adat nina bapuntut syarakat, nan gadang pemerintahan wajib untuak mikiahkan hal-hal strategis nang adeluang rencana aku bungga, nguatiahan koamoikan dan dorang Rangah, panggawa fasilitas umum nang siap, nyakik hak-hak syarakat.
Saya senang pergi dari kantor, pulang ke rumah, menyalakan lampu, membuka pintu, mengambil sepatu di rak, menarik tangan, melepas sepatu, berganti sandal, mengambil remote, menyalakan TV, dan duduk di sofa sambil merasakan kenyamanan dalam ruangan yang sejuk.	Saya douk suko jalan dari kantor, pulang ka rumah, mecari sorak, membukak pintu, ngalih sepatu di rek, ngaragah tangan, mambuang sepatu, tanggo basapo, menyaruk remote, nyaloakan TV, dan payua do tampat soyonyo sambil maraso kan angen di dalam rumah yang nyaman.
Hari ini, saya belajar matematika, membaca buku, menonton film, dan berolahraga di gym sampai lelah dan kehabisan napas, tetapi saya merasakan kepuasan di dalam hati.	Laweh hari ini, ba'buko ulaik di mariangi matematika, ba'pugayi buku, ba'lonjiakkan film, sabalun ba'auak di gym serapo'u tangih dakmizabuah, saraso kan marasangka puas di galambuang sajo.
Kita harus menjaga kesehatan dengan mengonsumsi makanan sehat, berolahraga secara teratur, tidur cukup, dan menghindari rokok serta alkohol.	Kito palajo kasonyo badan dengan mangan pangido lai, mamikian tabang rang, mamangan mancak, dan manjau tamak serta lako-lako.
Selama pandemi COVID-19, pemerintah Indonesia telah melakukan berbagai upaya seperti menyediakan alat kesehatan yang memadai, meningkatkan kapasitas tes dan pelacakan kontak, memperketat protokol kesehatan, memberikan bantuan sosial kepada masyarakat yang terdampak, serta mempercepat program vaksinasi untuk mencapai kekebalan kelompok.	Dalam pandemi COVID-19, pahamik Indonesia mangarakan cita-cita manggenai dunia salingkari, mablinguakkan piranti kesehatan nan adecuang, mamakai kapasitas nan tinggi kato uji caiyicuak dan kajulakan kontak, mamperketat protokol kesehatan, mamangkani bantu sosial ka jajak nano terantuik, lai mampegeriya program vaksinasi untuak mampelari kamampuan untuak manghadapi COVID secara bariak.
Hari ini saya belajar bahasa Inggris dari buku, memasak berbagai makanan dari berbagai negara, membaca berita dari surat kabar, menonton film dokumenter pada televisi, dan berolahraga di pusat kebugaran.	Ari nini duduak didalam rumah sampean, indak kakolih baso Inggris dari buku, masaknyo ragam hidangan dari dapur-dapur sada nagari nan lain, bacanyo berauik dari surat kahabar, liatnyo film dokumenter dari televisi, dan muropan basuara di gym.
Angin bertiup kencang, langit gelap kelabu, hujan deras mengepul, dan gemuruh guntur bergemuruh di langit.	Pandang sinaro jajak bariang, langit ampek kelam kelabu, ujan lebat cumo kangehingga, dan bunyo guntur bergemuruh di langit.
