Indonesian	Sundanese
Ketika aku bangun dari tidur, aku segera mencuci muka, menggosok gigi, dan mandi agar saya merasa segar dan siap untuk memulai hari dengan semangat yang kuat. Kemudian aku menyiapkan sarapan, membuat kopi, dan membaca koran, sebelum akhirnya mulai bekerja dari rumah.	Ralat pinter ti lami, urang sok ngarantosan sareng nyantri di pondok. Ulah-elah ngajelaskeun materi, gurat-ngaganggap tanyaan, sareng ngrasakeun kalangan teu cepet ngan ilahar. Sateuacanna kelar, urang parantos makeup sareng dressedup, sareng hayu ngisor ieu ka pasar pisan. Di pasar, urang beli sayuran sareng beak, terus nyalira buku sareng baju anyarkeun.
Saya sedang menikmati waktu senggang saya dengan membaca buku sejarah di taman yang hijau dan ramai dengan pengunjung yang sedang bersantai, sementara langit biru cerah dan sinar matahari yang hangat menyentuh kulit saya.	Abdi sajeukeut ilahar kawaktuan jeung ngadangukeun bukuna rupi-rupianna culakan dina taman nu hiji sorangan atau ngadangukeun wargi-warga anu melarikan diri, amarenana saweuna kalangkang biru jeung citeup-pass seur ati ku abdi.
Ketika saya pulang ke rumah setiap sore, saya selalu merasakan kebahagiaan yang sulit digambarkan karena saya dihadapkan pada kehangatan keluarga yaitu di mana saya bisa beristirahat dengan nyaman, bercanda dengan adik dan kakak saya, serta menikmati makanan lezat yang disajikan ibu saya dengan sepenuh hati.	Mimiti kitu tuluy ti heula kana wewengkon ku satia, abdi pasti mibanda tangkalakeuna nu teu bisa dijelaskeun lamun abdi kapiarahkeun kana kasaman keluarga nu ngaluluhkeun abdi bisa asup beurat, tawa-tawa sareng adi sareng kakak abdi, sareng nesu nyereta juhal pangangeun nu sadaya leutik nu dadikehkeun ibu abdi ka sadarana.
Kuala Lumpur adalah ibu kota Malaysia yang terkenal dengan kemegahan bangunan modernnya, sedangkan Pulau Langkawi adalah destinasi wisata yang eksotis dengan pantai berpasir putih dan air laut yang jernih.	Kuala Lumpur mangrupa ibu kota Malaysia nu terkenal ku kuasa wungkul modérenna, nyaéta Pulau Langkawi mangrupa destinasi wisata nu eksotis ku pangajaran pasir putih jeung watesan samudréna nu alus.
"""Saat ini, saya sedang menyelesaikan tugas kuliah, mengedit video untuk Youtube, membalas pesan dari teman-teman, memasak nasi goreng untuk makan siang, dan mencuci pakaian kotor di mesin cuci."""	"""Ayeuna, abdi kungsi nyarios tugas kuliah, ngédit video kanggo Youtube, nangtukeun pesen ti sahabat, nyiapakeun nasi goreng pikeun saanggeus, sarebu pakaian anyar kana mesin cuci."""
Lima anak laki-laki dan lima anak perempuan sedang bermain di taman, mereka sedang mengejar-ngejar satu sama lain, sementara orang tua mereka duduk santai di bawah pohon, menikmati segelas es teh manis dan berbincang-bincang tentang kehidupan sehari-hari.	Lima budak lanang sareng lima budak putri gaduh kalayan mainan deui-di sorangan témpat,ana ngejar-na ngejaran salian, saméméhna bapa ibu na sedeng duduk syantik di handap pagawéan, ngora teh gurih sareng ngobrol tuntas babarengan kéhidupan tiap téhari.
Pemerintah Indonesia telah menetapkan beberapa kebijakan untuk mengatasi pandemi, seperti pembatasan mobilitas warga, pemberian vaksin gratis, serta peningkatan kapasitas rumah sakit untuk mengobati pasien COVID-19.	Pamarentah Indonésia geus ngaropéa sababaraha kampanye pikeun nangtukeun pamidangan, kaasup pianggih ralong wargi, pangintenan vaksin bébas-pungsi, sareng pangrobihan kaboehan walayah alus sakit pikeun nyobatan pasien COVID-19.
Lalu ia duduk dan membuka buku yang sudah lama ia beli, kemudian mulai membaca sambil menikmati secangkir kopi dan memperhatikan pemandangan yang indah di depannya.	Lamunna tos dulur sareng nyopotkeun buku nu rék kalayan, saéna taé bari mulai ningali sareng nembekeun secangkir kopi sambal ngërasa pangluhurna pangalusna di sajaba panonpoéna.
Saat ini, di tengah pandemi Covid-19, pemerintah Indonesia sedang berusaha untuk menangani krisis kesehatan dengan memperketat protokol kesehatan, meningkatkan kapasitas rumah sakit, memperoleh vaksin yang aman dan efektif, serta memberikan bantuan sosial kepada masyarakat yang terdampak, sementara itu masyarakat di seluruh dunia juga sedang berjuang melawan pandemi dengan cara serupa.	Dina ieu, di tengah pandemi Covid-19, pamarentah Indonésia karasa ngahiji-hijikeun krisis késéhatan ku ngaranjékkeun protokol késéhatan, ngadamel kapasitas ratib, ngawonten sareng jajal vaksin anu aman sareng éfektif, sarta ngahibikeun banbéta sosial kana masyarakat ngan terkena dampak, sareng ku kituna masyarakat di sadaya dunya og
Ketika aku bangun pagi-pagi dan melihat langit yang biru cerah, aku merasa bahagia karena hari ini aku bisa melakukan banyak hal termasuk berolahraga, mengerjakan pekerjaan rumah, dan mengejar impianku untuk sukses di karir saya.	Nang palungguhan saatos ieu ulah jeung nempo kabasaran anu hirup, urang geus kasenangan sabab saatos ieu urang tiasa narima loba hal kalebet watesan ngajepet beurang, ngebaturkeun tragana, sareng atuhnyieun kapanggih ia nu bentuk serasi angger-angger sukses keneh di punten kariéran urang.
Kemerdekaan adalah hadiah mulia yang diraih oleh bangsa Indonesia setelah melalui perjuangan panjang dan melelahkan, dengan semangat pantang menyerah, berjuang untuk kebebasan dan hak yang sama, dan mempertahankan kedaulatan negara dengan darah dan air mata.	Kemerdekaan nyaéta hadiah manggih anu babanding pikeun bangsa Indonesia sangkan ngajabut pamérangan nu hirup sareng ngararangga, sareng semangat kaya téh gaén nyerah, nalika mikirkeun kawasab nu sarua sareng ngadepetkeun hak-hak anu sarua, sareng nempo kedaulatan nagara kana kahirupan sareng cairan mata.
Banyak orang Indonesia menikmati makanan pedas, seperti sambal atau makanan khas Padang, sementara beberapa orang lebih memilih makanan manis seperti kue atau dessert yang seringkali terbuat dari pisang, tetapi ada juga yang lebih menyukai makanan gurih seperti mie goreng atau nasi goreng, dan tentunya tidak sedikit juga yang lebih menyukai makanan sehat seperti salad atau buah-buahan.	Eta wargi Indonesia pada nutupkeun urang, contona sareng boga-boga pedas, sapertos sambal atanapi boga-boga khas Padang, mangga urang pikeun nutupeun boga-boga manis, sapertos sieun atanapi dessert nu gunggulan ti galombang, tapi nu séjén anu nganggo ngalakukeun boga-boga gurih sapertos mie goreng atanapi nasi goreng, atanapi di antara éta aya wargi anu liking nu makanan sehat sapertos
Kegiatan pembangunan infrastruktur yang meliputi pembangunan jalan raya, jembatan, pelabuhan, bandara, dan lain-lain sangat penting untuk meningkatkan pertumbuhan ekonomi dan kesejahteraan masyarakat seluruh Indonesia.	Kegiatan ngabangun infrastuktur nu kalebet ngabangun jalan raya, jambret, pelabuhan, bandar udara, sareng sanesana ngarupikeyan dina ningkatkeun pertumbuhan ekonomi jeung kahirupan warga sakumna.
Orang-orang di kota memilih untuk hidup dengan cepat, bekerja keras, dan menggunakan teknologi canggih, sementara di pedesaan, masyarakat hidup lebih sederhana, fokus pada kehidupan tradisional, dan menghargai alam.	Urang di kota asupna pilih urang hirup sadayana ngeunaan kacepetan, nyaho kajugrahan, sareng make teknologi modern, sedeng di desa, sasakana masyarakat hirup leuwih endah, ngajalakeun kéhidupan adat, sareng memuliakan alam.
Untuk menghadapi masa depan yang cerah, kita harus belajar keras, bekerja keras, berinisiatif, dan selalu berpikir positif.	Ngahadéna masa dapan nu méngarés, kita harusngajalankeun kuat, ngorés sabar, ngajéntréng, sareng aya ngalakon positip dina dina.
Saya sedang mempersiapkan diri untuk ujian TOEFL, dengan belajar materi-materi grammar, membaca artikel dalam bahasa Inggris, serta memperbanyak latihan soal; sebelumnya saya juga sudah memantau tips dan trik untuk menghadapi ujian tersebut.	Abdi aranjeunna ngarapet diri wungkul angger ujian TOEFL, ku ngadamel materi kramat, nyumput artikel dina basa Inggris, sareng ngaweruh na asup soal-soal; sateuacanna abdi geus ngawis ulasan tentang ngarobih ujian nu dimaksud.
Ketika saya bangun pagi-pagi dan memulai hari dengan senyuman, saya berharap mendapatkan banyak kebahagiaan dan kesuksesan dalam hidup ini, sehingga saya bisa meraih impian dan tujuan yang sudah saya tetapkan sebelumnya.	Nanging pikir kaayaan dina ngariung, sanajan bumi urang bogana bengkok, pang madep indungna beuli bosen, akibat henteu diwatesna rara, ku urang aya pareumeunna mimitian riweuh, henteu teu nalika beunghar ku tujuan na.
Saat matahari terbit dari ufuk timur, burung-burung mulai berkicau merdu, dan bunga-bunga yang indah mulai mekar di taman, udara pun semakin segar dan sejuk.	Tatangisan toel kabersihan sunga akèh disatia, burung ditingal sarebuus, bungah peni urang duah nu pangrusak keur arum, ayeuna kahijin munucuk anu asyuuh dan rada héjo.
Saat aku sedang berjalan-jalan di kota, aku melihat banyak orang tersenyum, banyak toko yang buka, banyak mobil yang berlalu lalang di jalan, banyak suara yang bercampur aduk di telingaku, dan banyak aroma makanan yang menggiurkan di sekitarku.	Saat abdi keur nyeukeurun di kota, abdi ngadengekeun barudak nu ngadangu, béwara nu dibuka nepi ka jalur, mobil nu dados panjara di diane, caangi nu nanjeur bade gancang diteuing abdi, sareng ngan nyanggeuh ronggengna sota di disekitarna.
Dalam kehidupan sehari-hari, kita harus berusaha untuk menjadi individu yang bertanggung jawab, memiliki nilai-nilai moral yang kuat, menghormati hak-hak orang lain, berusaha menjadi yang terbaik dalam segala hal, serta selalu berusaha untuk menjadi lebih baik dari hari kemarin.	Dina kahirupan sehari-hari, kitu kudu ngapdet jadi sosok anu tiasa nyimpen tanggung jawab, nyandak nilai-nilai moral nu kuat, nampi hak-hak nu lianna, ngapdet jadi anu panggih dina sakabeh hal, sareng ngapdet pangalusna kanggo ngembangkeun dirina ti iring wengi.
Semua anak-anak pergi ke sekolah untuk belajar membaca, menulis, dan berhitung di pagi hari, sembari berharap dapat meraih prestasi dan cita-cita mereka di masa depan.	Sadaya anak-anak nampi ka sekolahan pikeun narewang baca, nulis, sareng ngitung dina kaasupan, sapedah nu teu welas ngalawan tangara darajat sareng ieu mangsa nu datang.
Kita harus memperhatikan kesehatan tubuh dengan rajin berolahraga, mengonsumsi makanan sehat, dan tidur yang cukup agar tubuh tetap bugar dan terhindar dari penyakit.	Kuring kedah mangaruhi kalakuan panungtungan sangkan nyupang, ngarasa bahan makanan nu sehat, sareng bobo nu sumedang supaya rangka tetep urang kuat sareng ti kasehatan jaga dipayu.
Saat saya pergi ke pasar, saya harus membawa dompet, membayar di kasir, memilih barang yang ingin saya beli, dan membawa pulang belanjaan saya dengan hati senang.	Kalayan incaran ku di pasar, abdi kedah nyaritakeu debuk, nangtukeun di kasir, nyilih barang-na nu abdi hoyong beli, tur nyadiakeun balik belanjaan abdi kalayan bubuka reumis yang leres.
Ketika aku sedang berjalan-jalan di taman, aku melihat banyak bunga yang sangat cantik dan warnanya begitu banyak, warna-warna itu terdiri dari merah, kuning, hijau, putih, biru, ungu, dan warna lainnya yang sangat menakjubkan, kemudian aku berbicara dengan temanku tentang keindahan bunga-bunga tersebut dan kami merasa senang dan bahagia.	Mangga nu barang-barangna ngagunakeun waarna hijau mangga jeung aya ogé nu ngagunakeun waarna kuning, taun, putih, biru, ungu, sareng waarna jangji lainna nu lumayan beutik, naha dilakukeun bari ku anjeun mangga ngomongkeun anu apikna kaliwatna ngolaharan maneh sareng kitu nyieun anjeun kuwat sareng sugan.
Ia suka membaca buku di waktu senggangnya, mendengarkan musik ketika sedang berkendara, dan berolahraga setiap pagi untuk menjaga kesehatannya.	Anjeun geus ngan saha deukeut baca buku dina waktu senggang, tapi ngagunakeun musik nalika ti sedeng ngomong ka Sunda, sareng ngeureuyeuh ka pagi biar kasehatan anjeun pancen terjaga.
Ia memiliki kekuatan yang luar biasa, keberanian yang mengagumkan, tekad yang tak tergoyahkan, semangat yang membara, dan hati yang bersih.	Anjeun agung sareng kalakuan, kaayunan pangalusna, kemantapan jero anu tetep, peuting tapel na hambalan, sareng haté anu safi.
Saat ini, di seluruh dunia sedang mengalami pandemi COVID-19 yang menyebabkan banyak aktivitas terhenti, banyak orang kehilangan pekerjaan, dan banyak negara mengalami krisis ekonomi yang mendalam sehingga perlu adanya tindakan tegas untuk memperbaiki situasi ini dan membangun kebiasaan hidup sehat untuk mencegah penyebaran COVID-19.	Upami saiki, sarua dunya béda ngalaman pandemi COVID-19 nu ngamimitiankeun banyak aktivitas kalosari, banyak seseorang ngalangkungan pati ngnalami buntut anu rerencangan, sareng béda nagara sumawona ngalaman krisis ekonomi nanareng ngeunaan magari manfaat nu teu énggal namuh nu perlu disimpenan pikeun ngénggalkeun situasi ieu sareng ngadegkeun aturan hiji-hijina pikeun ngadegkeun penyebar
Ketika mentari mulai terbit, langit yang tadinya gelap perlahan-lahan menjadi cerah dan tersibak kabut yang memayungi daratan, sementara pepohonan di sekelilingnya bergoyang-goyang tersapu oleh angin sepoi-sepoi pagi yang sejuk dan segar.	Nepi ka mentari mulai teuing, langit nu kaasup hateupna teu terserah-sareng sakumahaan na matoa nyaéta nambah ngarandang, nanging kaasup hateupna teu situacion kana-nu anu ngalangcara daratan, sareng raméan jangjangna di sabagian sadayana anu ero-ero kobong-kabang dilolong ku haneut angin pagi nu uhéng jeung sajuk.
Banyak orang yang senang berenang di pantai, menghirup udara segar, dan menikmati keindahan alam, sementara beberapa orang lainnya lebih memilih untuk berjalan-jalan di kota, mendengarkan musik dan menikmati santapan enak di restoran-restoran terbaik.	Jeung-jeung orang nu geus swara-kuasa beronjong ka pantai, ngahirup udara dina damel, sareng mangan rasana alam nu ono, hungkul-nguhungkul sapertos mang-gung-gung, di handapna mangsa mimiti nu ka urang nu laén anu leuwih kaleujeung na ka jalan-jalan deui di Kota, dangukeun musik sareng nikmati leungeun enak di loe-restoran paling duriat.
Ibu saya pandai memasak nasi goreng, sate, dan sayur lodeh dengan bumbu yang enak dan harum, sedangkan ayah saya suka memancing di sawah dan sungai, serta mengoleksi ikan-ikan hias yang langka.	Bapa abdi ngirangkéna ngapéti ikan di bénanga sareh jeung sungai, sowan sarta ngumpulkeun ikan-ikan hiasna anu lega, sementara ibu abdi andal nyiapkeun nasi goreng, saté, sareng sayur lodeh nganggeusan bumbu anu enak jeroér ka nampé cai.
Pada saat itu, saya sedang berjalan-jalan di taman dengan teman-teman saya, melakukan aktivitas yang menyenangkan seperti berolahraga dan bermain-main, sementara angin berembus lembut dan sinar matahari bersinar terang di langit yang biru.	Paing Ahiran, abdi baris masing-masing nyebrang keun parigi dingin njabaan nalika ngaripikkeun, nyarikeun kurnganan randa jeung masalah-masalah, mangga teuing nyingkahan jeung ngadegang, ngan salira pasar kamari lauk kudu ayeuna kudangan deui.
Ketika aku sedang berada di taman, aku melihat bunga-bunga yang indah, burung-burung yang sedang terbang, anak-anak yang sedang bermain, dan orang dewasa yang sedang duduk-duduk santai.	Waktos nu abdi kalebet di taman, abdi manyaksikeun kembang-kembang nu endah, burung-burung nu téh keur réwang, budak-budak nu rék meuli, sareng utawa nu keur mungdahan mongkonan.
Kesehatan tubuh sangat penting untuk menjalani kehidupan yang produktif dan bahagia, karena dengan tubuh yang sehat kita dapat melakukan aktivitas sehari-hari dengan lebih mudah dan efisien serta memperkuat sistem kekebalan tubuh, dan untuk menjaga kesehatan tubuh perlu dilakukan olahraga secara rutin, mengonsumsi makanan bergizi dan seimbang, serta menghindari kebiasaan buruk seperti merokok dan minum alkohol.	Kahunas panserat jeung prawitas jero sanesna puguh pisan ngaropéa kehidupan anu produktif jeung bahagia, kumaha ngan dina sanesna puguh kita tiasa nyaoskeun kagiatan sehari-hari kalipatna efisien sareng kuatkeun sistim kebalna tina, sareng pikeun ngajaga kasurenan jero kituna, butuh kamaraneun olahraga rutin, nganak kaaya
Ketika aku sedang berjalan-jalan di taman, aku melihat banyak bunga-bunga yang warnanya sangat indah, lalu aku mengambil beberapa foto untuk dikenang karena aku suka sekali dengan bunga-bunga tersebut dan ingin memiliki kenangan dari itu.	Naha kuring lagi endah-endahan di taman, kuring ningali anu panggenggeusan di antara bungah dina warnana anu estetika banget, trus kuring ambil bebrapa foto keur di-keningkenangan sabab kuring geus suka sekali sareng anu bungahna jeung pengin ngeusi kenangan ti ieu.
Ketika aku bangun pagi-pagi dan menatap ke luar jendela, aku melihat sinar matahari yang cerah dan mentari yang berkilauan di langit biru, serta mendengar suara gemericik air di sungai yang terletak tidak jauh dari tempat tinggalku.	Sanggeus henteu nujujuanun ti pagi-pagi sareng ningal ka luar jandela, abdi dirarabuka cahaya panon poeun dan mentari anu rempil-filsafat di langit awan, naan kedengeun galombang arum di ciu anu geus nyandak dawa tina pangadang abdi.
